compound	component	position	totalComponents
MeasurementDeviceCalibrations	Measurement	0	3
MeasurementDeviceCalibrations	Device	1	3
MeasurementDeviceCalibrations	Calibrations	2	3
IndividualTrackingRecord	Individual	0	3
IndividualTrackingRecord	Tracking	1	3
IndividualTrackingRecord	Record	2	3
ProductionOperationsInformation	Production	0	3
ProductionOperationsInformation	Operations	1	3
ProductionOperationsInformation	Information	2	3
HumanResourceStatus	Human	0	3
HumanResourceStatus	Resource	1	3
HumanResourceStatus	Status	2	3
EquipmentStatus	Equipment	0	2
EquipmentStatus	Status	1	2
ProductRelatedData	Product	0	3
ProductRelatedData	Related	1	3
ProductRelatedData	Data	2	3
ProcessRelatedData	Process	0	3
ProcessRelatedData	Related	1	3
ProcessRelatedData	Data	2	3
ProductCatalogs	Product	0	2
ProductCatalogs	Catalogs	1	2
ProcessControlParameterData	Process	0	4
ProcessControlParameterData	Control	1	4
ProcessControlParameterData	Parameter	2	4
ProcessControlParameterData	Data	3	4
ProductRelatedDocumentation	Product	0	3
ProductRelatedDocumentation	Related	1	3
ProductRelatedDocumentation	Documentation	2	3
ProcessRelatedDocumentation	Process	0	3
ProcessRelatedDocumentation	Related	1	3
ProcessRelatedDocumentation	Documentation	2	3
IdentifyingImpactedPartners	Identifying	0	3
IdentifyingImpactedPartners	Impacted	1	3
IdentifyingImpactedPartners	Partners	2	3
InternalFacilities	Internal	0	2
InternalFacilities	Facilities	1	2
CommunicateRateIncreaseRequirements	Communicate	0	4
CommunicateRateIncreaseRequirements	Rate	1	4
CommunicateRateIncreaseRequirements	Increase	2	4
CommunicateRateIncreaseRequirements	Requirements	3	4
RateIncreaseStudiesCanBeReturned	Rate	0	6
RateIncreaseStudiesCanBeReturned	Increase	1	6
RateIncreaseStudiesCanBeReturned	Studies	2	6
RateIncreaseStudiesCanBeReturned	Can	3	6
RateIncreaseStudiesCanBeReturned	Be	4	6
RateIncreaseStudiesCanBeReturned	Returned	5	6
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Which	0	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Returned	1	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Rate	2	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Increase	3	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Study	4	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Results	5	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Can	6	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Be	7	9
WhichReturnedRateIncreaseStudyResultsCanBeConsolidated	Consolidated	8	9
ProductionRateIncreaseAssessmentCanBeCommunicated	Production	0	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Rate	1	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Increase	2	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Assessment	3	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Can	4	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Be	5	7
ProductionRateIncreaseAssessmentCanBeCommunicated	Communicated	6	7
MaterialCapacityRequirements	Material	0	3
MaterialCapacityRequirements	Capacity	1	3
MaterialCapacityRequirements	Requirements	2	3
MaterialHandlingRequirements	Material	0	3
MaterialHandlingRequirements	Handling	1	3
MaterialHandlingRequirements	Requirements	2	3
ModifyFacilitiesLayout	Modify	0	3
ModifyFacilitiesLayout	Facilities	1	3
ModifyFacilitiesLayout	Layout	2	3
MaterialStorageSystems	Material	0	3
MaterialStorageSystems	Storage	1	3
MaterialStorageSystems	Systems	2	3
StockPlacementStrategies	Stock	0	3
StockPlacementStrategies	Placement	1	3
StockPlacementStrategies	Strategies	2	3
StockLocationStrategies	Stock	0	3
StockLocationStrategies	Location	1	3
StockLocationStrategies	Strategies	2	3
StockRetrievalStrategies	Stock	0	3
StockRetrievalStrategies	Retrieval	1	3
StockRetrievalStrategies	Strategies	2	3
InventoryStorage	Inventory	0	2
InventoryStorage	Storage	1	2
TransferRequests	Transfer	0	2
TransferRequests	Requests	1	2
PhysicalInventoryProcedures	Physical	0	3
PhysicalInventoryProcedures	Inventory	1	3
PhysicalInventoryProcedures	Procedures	2	3
ObsoleteGoods	Obsolete	0	2
ObsoleteGoods	Goods	1	2
KittingOperations	Kitting	0	2
KittingOperations	Operations	1	2
KittingRequirements	Kitting	0	2
KittingRequirements	Requirements	1	2
ReturnableFixtures	Returnable	0	2
ReturnableFixtures	Fixtures	1	2
MroRelatedTraining	Mro	0	3
MroRelatedTraining	Related	1	3
MroRelatedTraining	Training	2	3
MroTrainingPlan	Mro	0	3
MroTrainingPlan	Training	1	3
MroTrainingPlan	Plan	2	3
ServiceBulletins	Service	0	2
ServiceBulletins	Bulletins	1	2
TechnicalCertificationTesting	Technical	0	3
TechnicalCertificationTesting	Certification	1	3
TechnicalCertificationTesting	Testing	2	3
ServiceMaster	Service	0	2
ServiceMaster	Master	1	2
DigitalServices	Digital	0	2
DigitalServices	Services	1	2
AircraftHealthMonitoringServices	Aircraft	0	4
AircraftHealthMonitoringServices	Health	1	4
AircraftHealthMonitoringServices	Monitoring	2	4
AircraftHealthMonitoringServices	Services	3	4
LoadableSoftwareServices	Loadable	0	3
LoadableSoftwareServices	Software	1	3
LoadableSoftwareServices	Services	2	3
PredictiveAnalyticsServices	Predictive	0	3
PredictiveAnalyticsServices	Analytics	1	3
PredictiveAnalyticsServices	Services	2	3
OptimizationServices	Optimization	0	2
OptimizationServices	Services	1	2
CustomerOrderStatusInquiry	Customer	0	4
CustomerOrderStatusInquiry	Order	1	4
CustomerOrderStatusInquiry	Status	2	4
CustomerOrderStatusInquiry	Inquiry	3	4
CustomerDeliverStatusInquiry	Customer	0	4
CustomerDeliverStatusInquiry	Deliver	1	4
CustomerDeliverStatusInquiry	Status	2	4
CustomerDeliverStatusInquiry	Inquiry	3	4
CustomerFinancialInquiry	Customer	0	3
CustomerFinancialInquiry	Financial	1	3
CustomerFinancialInquiry	Inquiry	2	3
RewardPlan	Reward	0	2
RewardPlan	Plan	1	2
EvaluatedReceiptSettlement	Evaluated	0	3
EvaluatedReceiptSettlement	Receipt	1	3
EvaluatedReceiptSettlement	Settlement	2	3
RecurringInvoices	Recurring	0	2
RecurringInvoices	Invoices	1	2
BankAccountInformation	Bank	0	3
BankAccountInformation	Account	1	3
BankAccountInformation	Information	2	3
MaintenanceQualityControl	Maintenance	0	3
MaintenanceQualityControl	Quality	1	3
MaintenanceQualityControl	Control	2	3
OverhaulActivities	Overhaul	0	2
OverhaulActivities	Activities	1	2
RepairProviderSelection	Repair	0	3
RepairProviderSelection	Provider	1	3
RepairProviderSelection	Selection	2	3
AnalyzeFault	Analyze	0	2
AnalyzeFault	Fault	1	2
EconomicRepair	Economic	0	2
EconomicRepair	Repair	1	2
RepairTesting	Repair	0	2
RepairTesting	Testing	1	2
RepairedComponent	Repaired	0	2
RepairedComponent	Component	1	2
RelevantDocumentation	Relevant	0	2
RelevantDocumentation	Documentation	1	2
SystemIntegration	System	0	2
SystemIntegration	Integration	1	2
ProcessIntegration	Process	0	2
ProcessIntegration	Integration	1	2
AdditionalMaintenanceApproval	Additional	0	3
AdditionalMaintenanceApproval	Maintenance	1	3
AdditionalMaintenanceApproval	Approval	2	3
StatusReporting	Status	0	2
StatusReporting	Reporting	1	2
CertificationDocumentation	Certification	0	2
CertificationDocumentation	Documentation	1	2
AircraftComponentChangeManagementData	Aircraft	0	5
AircraftComponentChangeManagementData	Component	1	5
AircraftComponentChangeManagementData	Change	2	5
AircraftComponentChangeManagementData	Management	3	5
AircraftComponentChangeManagementData	Data	4	5
ConfigurationManagementData	Configuration	0	3
ConfigurationManagementData	Management	1	3
ConfigurationManagementData	Data	2	3
TaskCardLifecycle	Task	0	3
TaskCardLifecycle	Card	1	3
TaskCardLifecycle	Lifecycle	2	3
ThirdPartyProviderInteractions	Third	0	4
ThirdPartyProviderInteractions	Party	1	4
ThirdPartyProviderInteractions	Provider	2	4
ThirdPartyProviderInteractions	Interactions	3	4
OverhaulServiceContracts	Overhaul	0	3
OverhaulServiceContracts	Service	1	3
OverhaulServiceContracts	Contracts	2	3
CustomerMasterInformation	Customer	0	3
CustomerMasterInformation	Master	1	3
CustomerMasterInformation	Information	2	3
CustomerPricing	Customer	0	2
CustomerPricing	Pricing	1	2
CustomerClaimsProcessing	Customer	0	3
CustomerClaimsProcessing	Claims	1	3
CustomerClaimsProcessing	Processing	2	3
CustomerComplaintsSeminars	Customer	0	3
CustomerComplaintsSeminars	Complaints	1	3
CustomerComplaintsSeminars	Seminars	2	3
CustomerDesignReviews	Customer	0	3
CustomerDesignReviews	Design	1	3
CustomerDesignReviews	Reviews	2	3
ProposalActivities	Proposal	0	2
ProposalActivities	Activities	1	2
ServiceOrders	Service	0	2
ServiceOrders	Orders	1	2
ServiceOrderDocumentation	Service	0	3
ServiceOrderDocumentation	Order	1	3
ServiceOrderDocumentation	Documentation	2	3
ServiceLevelStandards	Service	0	3
ServiceLevelStandards	Level	1	3
ServiceLevelStandards	Standards	2	3
ExistingFleetBased	Existing	0	3
ExistingFleetBased	Fleet	1	3
ExistingFleetBased	Based	2	3
OperationalFleetData	Operational	0	3
OperationalFleetData	Fleet	1	3
OperationalFleetData	Data	2	3
CapacityRequirements	Capacity	0	2
CapacityRequirements	Requirements	1	2
CapitalRequirements	Capital	0	2
CapitalRequirements	Requirements	1	2
FleetExpansionRequirements	Fleet	0	3
FleetExpansionRequirements	Expansion	1	3
FleetExpansionRequirements	Requirements	2	3
FleetRetirementRequirements	Fleet	0	3
FleetRetirementRequirements	Retirement	1	3
FleetRetirementRequirements	Requirements	2	3
GlobalSupportServicesStrategy	Global	0	4
GlobalSupportServicesStrategy	Support	1	4
GlobalSupportServicesStrategy	Services	2	4
GlobalSupportServicesStrategy	Strategy	3	4
ProductStrategy	Product	0	2
ProductStrategy	Strategy	1	2
AllianceStrategy	Alliance	0	2
AllianceStrategy	Strategy	1	2
FleetAcquisitionStrategy	Fleet	0	3
FleetAcquisitionStrategy	Acquisition	1	3
FleetAcquisitionStrategy	Strategy	2	3
ExistingProduct	Existing	0	2
ExistingProduct	Product	1	2
SeasonalCapacityPlansStructure	Seasonal	0	4
SeasonalCapacityPlansStructure	Capacity	1	4
SeasonalCapacityPlansStructure	Plans	2	4
SeasonalCapacityPlansStructure	Structure	3	4
DistributionStrategy	Distribution	0	2
DistributionStrategy	Strategy	1	2
DistributionObjectivesGaps	Distribution	0	3
DistributionObjectivesGaps	Objectives	1	3
DistributionObjectivesGaps	Gaps	2	3
IdentifyGaps	Identify	0	2
IdentifyGaps	Gaps	1	2
CorporateVolumeAgreement	Corporate	0	3
CorporateVolumeAgreement	Volume	1	3
CorporateVolumeAgreement	Agreement	2	3
VolumeAgreement	Volume	0	2
VolumeAgreement	Agreement	1	2
TicketingIssues	Ticketing	0	2
TicketingIssues	Issues	1	2
DistributionServiceFees	Distribution	0	3
DistributionServiceFees	Service	1	3
DistributionServiceFees	Fees	2	3
DistributionAgreements	Distribution	0	2
DistributionAgreements	Agreements	1	2
RevenueManagement	Revenue	0	2
RevenueManagement	Management	1	2
ProfitableMarkets	Profitable	0	2
ProfitableMarkets	Markets	1	2
FareClass	Fare	0	2
FareClass	Class	1	2
CorporateBusinessAccountHoldersNews	Corporate	0	5
CorporateBusinessAccountHoldersNews	Business	1	5
CorporateBusinessAccountHoldersNews	Account	2	5
CorporateBusinessAccountHoldersNews	Holders	3	5
CorporateBusinessAccountHoldersNews	News	4	5
IndividualIncentives	Individual	0	2
IndividualIncentives	Incentives	1	2
OverbookingQuota	Overbooking	0	2
OverbookingQuota	Quota	1	2
CapacityOptimizationOpportunities	Capacity	0	3
CapacityOptimizationOpportunities	Optimization	1	3
CapacityOptimizationOpportunities	Opportunities	2	3
TacticalPricingAdjustments	Tactical	0	3
TacticalPricingAdjustments	Pricing	1	3
TacticalPricingAdjustments	Adjustments	2	3
MaximizeRevenue	Maximize	0	2
MaximizeRevenue	Revenue	1	2
ReservationsCenters	Reservations	0	2
ReservationsCenters	Centers	1	2
AirlineWebsites	Airline	0	2
AirlineWebsites	Websites	1	2
ContentUpdatesAsNeeded	Content	0	4
ContentUpdatesAsNeeded	Updates	1	4
ContentUpdatesAsNeeded	As	2	4
ContentUpdatesAsNeeded	Needed	3	4
RelevantSaleFareInformation	Relevant	0	4
RelevantSaleFareInformation	Sale	1	4
RelevantSaleFareInformation	Fare	2	4
RelevantSaleFareInformation	Information	3	4
ServiceProviderSources	Service	0	3
ServiceProviderSources	Provider	1	3
ServiceProviderSources	Sources	2	3
CorporateSales	Corporate	0	2
CorporateSales	Sales	1	2
TravelAgencySales	Travel	0	3
TravelAgencySales	Agency	1	3
TravelAgencySales	Sales	2	3
ThirdPartyElectronicDistribution	Third	0	4
ThirdPartyElectronicDistribution	Party	1	4
ThirdPartyElectronicDistribution	Electronic	2	4
ThirdPartyElectronicDistribution	Distribution	3	4
WholesaleDistributors	Wholesale	0	2
WholesaleDistributors	Distributors	1	2
OtherDistributors	Other	0	2
OtherDistributors	Distributors	1	2
RevenueSharing	Revenue	0	2
RevenueSharing	Sharing	1	2
AlliancePartners	Alliance	0	2
AlliancePartners	Partners	1	2
AlliancePerformance	Alliance	0	2
AlliancePerformance	Performance	1	2
AirlineOrganization'sSourcingSpendProfile	Airline	0	5
AirlineOrganization'sSourcingSpendProfile	Organization's	1	5
AirlineOrganization'sSourcingSpendProfile	Sourcing	2	5
AirlineOrganization'sSourcingSpendProfile	Spend	3	5
AirlineOrganization'sSourcingSpendProfile	Profile	4	5
FlightOperations	Flight	0	2
FlightOperations	Operations	1	2
AircraftAssignment	Aircraft	0	2
AircraftAssignment	Assignment	1	2
AircraftTailNumbers	Aircraft	0	3
AircraftTailNumbers	Tail	1	3
AircraftTailNumbers	Numbers	2	3
FlightLegs	Flight	0	2
FlightLegs	Legs	1	2
MaintenanceRequirements	Maintenance	0	2
MaintenanceRequirements	Requirements	1	2
SystemsOperationControl	Systems	0	3
SystemsOperationControl	Operation	1	3
SystemsOperationControl	Control	2	3
GateAssignments	Gate	0	2
GateAssignments	Assignments	1	2
FlightScheduleTypes	Flight	0	3
FlightScheduleTypes	Schedule	1	3
FlightScheduleTypes	Types	2	3
AircraftTypes	Aircraft	0	2
AircraftTypes	Types	1	2
ScheduleBased	Schedule	0	2
ScheduleBased	Based	1	2
GroundCrewAssignmentPlanCrew	Ground	0	5
GroundCrewAssignmentPlanCrew	Crew	1	5
GroundCrewAssignmentPlanCrew	Assignment	2	5
GroundCrewAssignmentPlanCrew	Plan	3	5
GroundCrewAssignmentPlanCrew	Crew	4	5
AvailableGates	Available	0	2
AvailableGates	Gates	1	2
CrewScheduleCrew	Crew	0	3
CrewScheduleCrew	Schedule	1	3
CrewScheduleCrew	Crew	2	3
CloseOutFlight	Close	0	3
CloseOutFlight	Out	1	3
CloseOutFlight	Flight	2	3
TotalPassenger	Total	0	2
TotalPassenger	Passenger	1	2
FuelRequirements	Fuel	0	2
FuelRequirements	Requirements	1	2
LoadPlan	Load	0	2
LoadPlan	Plan	1	2
DangerousGoods	Dangerous	0	2
DangerousGoods	Goods	1	2
FinalBalanceTrim	Final	0	3
FinalBalanceTrim	Balance	1	3
FinalBalanceTrim	Trim	2	3
AircraftSide	Aircraft	0	2
AircraftSide	Side	1	2
FinalLoad	Final	0	2
FinalLoad	Load	1	2
CustomerDepartures	Customer	0	2
CustomerDepartures	Departures	1	2
SecurityProcessing	Security	0	2
SecurityProcessing	Processing	1	2
PassengerBoardingProcess	Passenger	0	3
PassengerBoardingProcess	Boarding	1	3
PassengerBoardingProcess	Process	2	3
CustomerTransfers	Customer	0	2
CustomerTransfers	Transfers	1	2
TransferFlightInformation	Transfer	0	3
TransferFlightInformation	Flight	1	3
TransferFlightInformation	Information	2	3
TransitCheck	Transit	0	2
TransitCheck	Check	1	2
CustomerArrivals	Customer	0	2
CustomerArrivals	Arrivals	1	2
CustomerLoyaltyArrivalLounges	Customer	0	4
CustomerLoyaltyArrivalLounges	Loyalty	1	4
CustomerLoyaltyArrivalLounges	Arrival	2	4
CustomerLoyaltyArrivalLounges	Lounges	3	4
BaggageServices	Baggage	0	2
BaggageServices	Services	1	2
OutboundBaggageServices	Outbound	0	3
OutboundBaggageServices	Baggage	1	3
OutboundBaggageServices	Services	2	3
BaggageSecurityChecks	Baggage	0	3
BaggageSecurityChecks	Security	1	3
BaggageSecurityChecks	Checks	2	3
TransferBaggageServices	Transfer	0	3
TransferBaggageServices	Baggage	1	3
TransferBaggageServices	Services	2	3
InboundBaggageServices	Inbound	0	3
InboundBaggageServices	Baggage	1	3
InboundBaggageServices	Services	2	3
LocalBaggage	Local	0	2
LocalBaggage	Baggage	1	2
BaggageClaim	Baggage	0	2
BaggageClaim	Claim	1	2
BaggageRecoveryServices	Baggage	0	3
BaggageRecoveryServices	Recovery	1	3
BaggageRecoveryServices	Services	2	3
BaggageHandlingOperations	Baggage	0	3
BaggageHandlingOperations	Handling	1	3
BaggageHandlingOperations	Operations	2	3
CrewOperations	Crew	0	2
CrewOperations	Operations	1	2
FlightCrewPreparations	Flight	0	3
FlightCrewPreparations	Crew	1	3
FlightCrewPreparations	Preparations	2	3
BidSchedule	Bid	0	2
BidSchedule	Schedule	1	2
ResourceRequirement	Resource	0	2
ResourceRequirement	Requirement	1	2
ReservesRequired	Reserves	0	2
ReservesRequired	Required	1	2
BidServices	Bid	0	2
BidServices	Services	1	2
CrewBidProcess	Crew	0	3
CrewBidProcess	Bid	1	3
CrewBidProcess	Process	2	3
AssignmentPlans	Assignment	0	2
AssignmentPlans	Plans	1	2
CockpitOperations	Cockpit	0	2
CockpitOperations	Operations	1	2
FlightPlan	Flight	0	2
FlightPlan	Plan	1	2
FlightCrewReporting	Flight	0	3
FlightCrewReporting	Crew	1	3
FlightCrewReporting	Reporting	2	3
MaintenanceReports	Maintenance	0	2
MaintenanceReports	Reports	1	2
CabinServices	Cabin	0	2
CabinServices	Services	1	2
PassengerIdentity	Passenger	0	2
PassengerIdentity	Identity	1	2
OnboardCatering	Onboard	0	2
OnboardCatering	Catering	1	2
SafetyBriefing	Safety	0	2
SafetyBriefing	Briefing	1	2
CabinCheck	Cabin	0	2
CabinCheck	Check	1	2
ConnectingGateInformation	Connecting	0	3
ConnectingGateInformation	Gate	1	3
ConnectingGateInformation	Information	2	3
PassengersDe	Passengers	0	2
PassengersDe	De	1	2
CrewPerformance	Crew	0	2
CrewPerformance	Performance	1	2
CabinCleaningServices	Cabin	0	3
CabinCleaningServices	Cleaning	1	3
CabinCleaningServices	Services	2	3
FuelServicing	Fuel	0	2
FuelServicing	Servicing	1	2
WaterServicing	Water	0	2
WaterServicing	Servicing	1	2
AirCrewQualifications	Air	0	3
AirCrewQualifications	Crew	1	3
AirCrewQualifications	Qualifications	2	3
FlightAttendant	Flight	0	2
FlightAttendant	Attendant	1	2
MaintenanceAccounts	Maintenance	0	2
MaintenanceAccounts	Accounts	1	2
MaintenanceScheduling	Maintenance	0	2
MaintenanceScheduling	Scheduling	1	2
MaintenanceDemandPlanning	Maintenance	0	3
MaintenanceDemandPlanning	Demand	1	3
MaintenanceDemandPlanning	Planning	2	3
MaintenanceCrewAssignmentPlan	Maintenance	0	4
MaintenanceCrewAssignmentPlan	Crew	1	4
MaintenanceCrewAssignmentPlan	Assignment	2	4
MaintenanceCrewAssignmentPlan	Plan	3	4
OwnershipObligations	Ownership	0	2
OwnershipObligations	Obligations	1	2
MaintenanceDesignServices	Maintenance	0	3
MaintenanceDesignServices	Design	1	3
MaintenanceDesignServices	Services	2	3
DesignProjects	Design	0	2
DesignProjects	Projects	1	2
ModificationProjects	Modification	0	2
ModificationProjects	Projects	1	2
RepairScheme	Repair	0	2
RepairScheme	Scheme	1	2
MaintenanceMaterials	Maintenance	0	2
MaintenanceMaterials	Materials	1	2
MaintenanceCapacityPlan	Maintenance	0	3
MaintenanceCapacityPlan	Capacity	1	3
MaintenanceCapacityPlan	Plan	2	3
MaterialsStrategy	Materials	0	2
MaterialsStrategy	Strategy	1	2
ServiceStrategy	Service	0	2
ServiceStrategy	Strategy	1	2
MaintenancePlan	Maintenance	0	2
MaintenancePlan	Plan	1	2
CertifyWork	Certify	0	2
CertifyWork	Work	1	2
HangerMaintenanceWork	Hanger	0	3
HangerMaintenanceWork	Maintenance	1	3
HangerMaintenanceWork	Work	2	3
EngineWork	Engine	0	2
EngineWork	Work	1	2
ComponentWork	Component	0	2
ComponentWork	Work	1	2
GroundSupportEquipment	Ground	0	3
GroundSupportEquipment	Support	1	3
GroundSupportEquipment	Equipment	2	3
AssetQualityControl	Asset	0	3
AssetQualityControl	Quality	1	3
AssetQualityControl	Control	2	3
ExternalRegulatoryBodies	External	0	3
ExternalRegulatoryBodies	Regulatory	1	3
ExternalRegulatoryBodies	Bodies	2	3
SafetyIncidents	Safety	0	2
SafetyIncidents	Incidents	1	2
NewVehicles	New	0	2
NewVehicles	Vehicles	1	2
SegmentPlan	Segment	0	2
SegmentPlan	Plan	1	2
BusinessProfile	Business	0	2
BusinessProfile	Profile	1	2
CurrentSituation	Current	0	2
CurrentSituation	Situation	1	2
TechnologyIndicators	Technology	0	2
TechnologyIndicators	Indicators	1	2
ProductPerformance	Product	0	2
ProductPerformance	Performance	1	2
SupplyChainParticipantPositions	Supply	0	4
SupplyChainParticipantPositions	Chain	1	4
SupplyChainParticipantPositions	Participant	2	4
SupplyChainParticipantPositions	Positions	3	4
SecondaryResearch	Secondary	0	2
SecondaryResearch	Research	1	2
MarketDevelopmentIndex	Market	0	3
MarketDevelopmentIndex	Development	1	3
MarketDevelopmentIndex	Index	2	3
BrandDevelopmentIndex	Brand	0	3
BrandDevelopmentIndex	Development	1	3
BrandDevelopmentIndex	Index	2	3
