id	name	description	code
OilGuns	Oil guns	Oil guns	27112908
OilHeatingBurners	Oil heating burners	Oil heating burners	40101834
OilImmersionMicroscopeLenses	Oil-immersion microscope lenses	Oil-immersion microscope lenses	41111705
OilImmersionMicroscopes	Oil immersion microscopes	Oil immersion microscopes	41111709
OilingEquipment	Oiling equipment	Oiling equipment	22101611
OilInjectors	Oil injectors	Oil injectors	27112908
OilInWaterMonitors	Oil-in-water monitors	Oil-in-water monitors	41113314
OilLevelGauges	Oil level gauges	Oil level gauges	41112514
OilLevelRegulators	Oil level regulators	Oil level regulators	40142207
OilPaintbrushes	Oil paintbrushes	Oil paintbrushes	60121229
OilPaintingBrushes	Oil painting brushes	Oil painting brushes	60121229
OilPressureGauges	Oil pressure gauges	Oil pressure gauges	41112403
OilPumps	Oil pumps	Oil pumps	40151524
OilRetentionTanks	Oil retention tanks	Oil retention tanks	20142901
OilRigCrownBlocks	Oil rig crown blocks	Oil rig crown blocks	20122840
OilSamplers	Oil samplers	Oil samplers	21102002
OilSamplingPumps	Oil sampling pumps	Oil sampling pumps	40151520
OilSamplingTools	Oil sampling tools	Oil sampling tools	20122212
OilSealPullers	Oil seal pullers	Oil seal pullers	27111712
OilSeparationTools	Oil separation tools	Oil separation tools	20142801
OilSeparators	Oil separators	Oil separators	40161701
OilSpillKits	Oil spill kits	Oil spill kits	47131905
OilSquirtCans	Oil squirt cans	Oil squirt cans	27112905
OilStones	Oil stones	Oil stones	27111908
OilTankerShips	Oil tanker ships	Oil tanker ships	25111505
OilWaterInterfaceMeters	Oil water interface meters	Oil water interface meters	41113314
OilWellBlowoutPreventers	Oil well blowout preventers	Oil well blowout preventers	20121501
OilyWaterSeparationSystems	Oily water separation systems	Oily water separation systems	23152102
OleophilicBooms	Oleophilic booms	Oleophilic booms	47131907
OliveStuffers	Olive stuffers	Olive stuffers	48101801
OmeletSpatulas	Omelet spatulas	Omelet spatulas	52151616
OnBoardComputers	On-board computers	On-board computers	43211506
OnBoardComputersForSending	On-board computers for sending/receiving instructions	On-board computers for sending/receiving instructions	43211506
OnBoardDataInputTerminals	On-board data input terminals	On-board data input terminals	43211715
OnboardDiagnosticsObdScanners	Onboard diagnostics OBD scanners	Onboard diagnostics OBD scanners	43211711
OnBoardIntercomSystems	On-board intercom systems	On-board intercom systems	25201701
OneAtmosphereFurnaces	One-atmosphere furnaces	One-atmosphere furnaces	41104601
OneStopWrenches	One stop wrenches	One stop wrenches	27111714
OneWayValvePocketMasks	One-way valve pocket masks	One-way valve pocket masks	42172103
OneWayValveProtectiveShields	One-way valve protective shields	One-way valve protective shields	42172103
OnHoldPlayers	On hold players	On hold players	43221523
OnionSizers	Onion sizers	Onion sizers	21102003
OnlineVideoTerminals	Online video terminals	Online video terminals	45111902
OpacityMeters	Opacity meters	Opacity meters	41111942
OpaqueOccluders	Opaque occluders	Opaque occluders	42183030
OpaqueProjectors	Opaque projectors	Opaque projectors	45111610
OpaqueSlideProjectors	Opaque slide projectors	Opaque slide projectors	45111604
OpenBottomDivingBells	Open bottom diving bells	Open bottom diving bells	49141504
OpenChannelFlowApparatuses	Open channel flow apparatuses	Open channel flow apparatuses	41112403
OpenEndHandWrenches	Open end hand wrenches	Open end hand wrenches	27111706
OpenEndWrenches	Open end wrenches	Open end wrenches	27111706
OpenEndWrenchSets	Open end wrench sets	Open end wrench sets	27111706
OpenFatKettles	Open fat kettles	Open fat kettles	48101509
OpenFlares	Open flares	Open flares	26131608
OpenHearthFurnaces	Open-hearth furnaces	Open-hearth furnaces	40101805
OpenInfusionSystems	Open infusion systems	Open infusion systems	42221701
OperatingMicroscopes	Operating microscopes	Operating microscopes	42295121
OperatingRoomSmokeEvacuators	Operating room smoke evacuators	Operating room smoke evacuators	42295124
OperatingScissors	Operating scissors	Operating scissors	42291614
OperatorConsoles	Operator consoles	Operator consoles	43211510
OperatorTerminals	Operator terminals	Operator terminals	43211903
OphthalmicDigitalImagingSystems	Ophthalmic digital imaging systems	Ophthalmic digital imaging systems	42183021
OphthalmicLensometers	Ophthalmic lensometers	Ophthalmic lensometers	42183010
OphthalmicNeedleHolders	Ophthalmic needle holders	Ophthalmic needle holders	42294509
OphthalmicPerimeters	Ophthalmic perimeters	Ophthalmic perimeters	42183011
OphthalmicPrisms	Ophthalmic prisms	Ophthalmic prisms	42183013
OphthalmicPrismSets	Ophthalmic prism sets	Ophthalmic prism sets	42183013
OphthalmicRetinoscopes	Ophthalmic retinoscopes	Ophthalmic retinoscopes	42183503
OphthalmicRetractors	Ophthalmic retractors	Ophthalmic retractors	42293107
OphthalmicSlitLamps	Ophthalmic slit lamps	Ophthalmic slit lamps	42183015
OphthalmicSurgeryForceps	Ophthalmic surgery forceps	Ophthalmic surgery forceps	42294511
OphthalmicSurgeryRetractors	Ophthalmic surgery retractors	Ophthalmic surgery retractors	42293107
OphthalmicSurgicalBlades	Ophthalmic surgical blades	Ophthalmic surgical blades	42294511
OphthalmicSurgicalScalpels	Ophthalmic surgical scalpels	Ophthalmic surgical scalpels	42294511
OphthalmicSyringes	Ophthalmic syringes	Ophthalmic syringes	42142609
OphthalmicTonographers	Ophthalmic tonographers	Ophthalmic tonographers	42183018
OphthalmicTonometers	Ophthalmic tonometers	Ophthalmic tonometers	42183018
OphthalmicTransilluminators	Ophthalmic transilluminators	Ophthalmic transilluminators	42183019
OphthalmicUltrasoundImagingScanners	Ophthalmic ultrasound imaging scanners	Ophthalmic ultrasound imaging scanners	42201718
Ophthalmoscopes	Ophthalmoscopes	Ophthalmoscopes	42182005
Opthalmoscopes	Opthalmoscopes	Opthalmoscopes	42182005
OpticalAlignmentScopes	Optical alignment scopes	Optical alignment scopes	31242101
OpticalBeamsplittingDevices	Optical beamsplitting devices	Optical beamsplitting devices	31242201
OpticalBenches	Optical benches	Optical benches	56122001
OpticalBiopsyForceps	Optical biopsy forceps	Optical biopsy forceps	42294908
OpticalChainNosePliers	Optical chain nose pliers	Optical chain nose pliers	42183040
OpticalCharacterReaders	Optical character readers	Optical character readers	43211717
OpticalCharacterRecognitionEquipment	Optical character recognition equipment	Optical character recognition equipment	43211717
OpticalChoppers	Optical choppers	Optical choppers	31242208
OpticalCoherenceTomographyEquipment	Optical coherence tomography equipment	Optical coherence tomography equipment	42183002
OpticalCoherenceTomographyOctScanners	Optical coherence tomography OCT scanners	Optical coherence tomography OCT scanners	42201511
OpticalComparators	Optical comparators	Optical comparators	41113702
OpticalCompoundMicroscopes	Optical compound microscopes	Optical compound microscopes	41111709
OpticalCuttingPliers	Optical cutting pliers	Optical cutting pliers	42183040
OpticalDetectors	Optical detectors	Optical detectors	41115320
OpticalDiskDrives	Optical disk drives	Optical disk drives	43201811
OpticalDistanceIndicators	Optical distance indicators	Optical distance indicators	41111613
OpticalEmissionSpectrometers	Optical emission spectrometers	Optical emission spectrometers	41115408
OpticalFiberCleavers	Optical fiber cleavers	Optical fiber cleavers	27111503
OpticalFilters	Optical filters	Optical filters	31241807
OpticalFlats	Optical flats	Optical flats	31242206
OpticalForceps	Optical forceps	Optical forceps	42291802
OpticalGauges	Optical gauges	Optical gauges	41111927
OpticalGraspers	Optical graspers	Optical graspers	42294908
OpticalInspectionMicroscopes	Optical inspection microscopes	Optical inspection microscopes	41111709
OpticalInterferometers	Optical interferometers	Optical interferometers	41115306
OpticalLaserScanners	Optical laser scanners	Optical laser scanners	41111920
OpticalLevels	Optical levels	Optical levels	27111802
OpticallyMagnifiedFacetMachines	Optically magnified facet machines	Optically magnified facet machines	23101508
OpticallyPumpedMolecularLasers	Optically pumped molecular lasers	Optically pumped molecular lasers	41115307
OpticalMeasuringEquipment	Optical measuring equipment	Optical measuring equipment	41111707
OpticalMediaPrinters	Optical media printers	Optical media printers	43212113
OpticalMounts	Optical mounts	Optical mounts	31242101
OpticalParticleCounters	Optical particle counters	Optical particle counters	41111902
OpticalParticleDetectors	Optical particle detectors	Optical particle detectors	41115406
OpticalPatternGenerators	Optical pattern generators	Optical pattern generators	41115320
OpticalPendulumLevels	Optical pendulum levels	Optical pendulum levels	27111802
OpticalPointers	Optical pointers	Optical pointers	42211704
OpticalPointingDevices	Optical pointing devices	Optical pointing devices	45111601
OpticalPowerMeters	Optical power meters	Optical power meters	41113708
OpticalPriceScanners	Optical price scanners	Optical price scanners	43211717
OpticalPrisms	Optical prisms	Optical prisms	42183013
OpticalProfilers	Optical profilers	Optical profilers	41111709
OpticalProfilometers	Optical profilometers	Optical profilometers	41114508
OpticalPyrometers	Optical pyrometers	Optical pyrometers	41112204
OpticalRails	Optical rails	Optical rails	31242104
OpticalReaders	Optical readers and writers	Optical readers and writers	43211717
OpticalReflectometers	Optical reflectometers	Optical reflectometers	41115316
OpticalScanEquipment	Optical scan equipment	Optical scan equipment	43211717
OpticalScanners	Optical scanners	Optical scanners	43211717
OpticalScanningMicroscopes	Optical scanning microscopes	Optical scanning microscopes	41111709
OpticalScrewdrivers	Optical screwdrivers	Optical screwdrivers	42183040
OpticalSensors	Optical sensors	Optical sensors	41112103
OpticalSlitLamps	Optical slit lamps	Optical slit lamps	42183015
OpticalSpectrumAnalyzers	Optical spectrum analyzers	Optical spectrum analyzers	41115306
OpticalSquares	Optical squares	Optical squares	27111803
OpticalTables	Optical tables	Optical tables	31242207
OpticalTelescopes	Optical telescopes	Optical telescopes	41111715
OpticalThinFilmMeasurementSystems	Optical thin film measurement systems	Optical thin film measurement systems	41113706
OpticalTimeDomainReflectometersOtdr	Optical time domain reflectometers OTDR	Optical time domain reflectometers OTDR	41115316
OpticalTomographicImagingScanners	Optical tomographic imaging scanners	Optical tomographic imaging scanners	42201511
OpticalTraps	Optical traps	Optical traps	27112105
OpticalTweezers	Optical tweezers	Optical tweezers	27112105
OpticalUrethrotomes	Optical urethrotomes	Optical urethrotomes	42294212
OpticalViewfinders	Optical viewfinders	Optical viewfinders	45121631
OptoElectronicElectrogoniometers	Opto-electronic electrogoniometers	Opto-electronic electrogoniometers	41111912
OptokineticDrums	Optokinetic drums	Optokinetic drums	42183040
OptometricLensometers	Optometric lensometers	Optometric lensometers	42183010
OralAirways	Oral airways	Oral airways	42271708
OralEvacuationEquipment	Oral evacuation equipment	Oral evacuation equipment	42151635
OralEvacuationSystems	Oral evacuation systems	Oral evacuation systems	42151635
OralRetractors	Oral retractors	Oral retractors	42293107
OralSuctioningEquipment	Oral suctioning equipment	Oral suctioning equipment	42293522
OralSuctionTubes	Oral suction tubes	Oral suction tubes	42293515
OralSurgeryRonguers	Oral surgery ronguers	Oral surgery ronguers	42291612
OralSurgicalRetractors	Oral surgical retractors	Oral surgical retractors	42293107
OralThermometers	Oral thermometers	Oral thermometers	42182201
OrangeFilterLenses	Orange filter lenses	Orange filter lenses	45121603
OrangePeelBuckets	Orange peel buckets	Orange peel buckets	22101702
OrbitalBuffers	Orbital buffers	Orbital buffers	27112702
OrbitalIncubatingShakers	Orbital incubating shakers	Orbital incubating shakers	41104405
OrbitalSanders	Orbital sanders	Orbital sanders	27112737
OrbitalShakers	Orbital shakers	Orbital shakers	41103811
OrbitalShakingIncubators	Orbital shaking incubators	Orbital shaking incubators	41104405
OrbitalShakingWaterBaths	Orbital shaking water baths	Orbital shaking water baths	41103710
OrbitPolishers	Orbit polishers	Orbit polishers	31191509
OrchestralCymbals	Orchestral cymbals	Orchestral cymbals	60131401
OrderPickerClampTrucks	Order picker clamp trucks	Order picker clamp trucks	24101603
OrderPickers	Order pickers	Order pickers	22101801
OrderSelectors	Order selectors	Order selectors	22101801
OrganicCarbonAnalyzers	Organic carbon analyzers	Organic carbon analyzers	41113315
OrientalRanges	Oriental ranges	Oriental ranges	48101814
OrificeGauges	Orifice gauges	Orifice gauges	41111623
OrificePlateFlowmeters	Orifice-plate flowmeters	Orifice-plate flowmeters	41112513
OrificePlates	Orifice plates	Orifice plates	41112506
ORingPullers	O-ring pullers	O-ring pullers	27111712
OrnamentalCut	Ornamental cut and shape tools	Ornamental cut and shape tools	27112203
OropharyngealAirways	Oropharyngeal airways	Oropharyngeal airways	42271913
OrthodonticBandPushers	Orthodontic band pushers	Orthodontic band pushers	42152722
OrthodonticBandSlitters	Orthodontic band slitters	Orthodontic band slitters	42152722
OrthodonticBrackets	Orthodontic brackets	Orthodontic brackets	42152706
OrthodonticPliers	Orthodontic pliers	Orthodontic pliers	42152713
OrthodonticSeparators	Orthodontic separators	Orthodontic separators	42151651
OrthodonticWireBendingPliers	Orthodontic wire bending pliers	Orthodontic wire bending pliers	42152713
OrthodonticWireCutters	Orthodontic wire cutters	Orthodontic wire cutters	42151638
OrthopedicArmBoardsWithDrains	Orthopedic arm boards with drains	Orthopedic arm boards with drains	42295108
OrthopedicDrills	Orthopedic drills	Orthopedic drills	42295202
OrthopedicForceps	Orthopedic forceps	Orthopedic forceps	42291802
OrthopedicRetractors	Orthopedic retractors	Orthopedic retractors	42293107
OrthopedicSplintingEquipment	Orthopedic splinting equipment	Orthopedic splinting equipment	42241507
OrthopedicSplints	Orthopedic splints	Orthopedic splints	42241507
OrthopedicSplintSets	Orthopedic splint sets	Orthopedic splint sets	42241507
OrthoticDevices	Orthotic devices	Orthotic devices	42241706
Orthotics	Orthotics	Orthotics	42241706
OscillatingBoneSaws	Oscillating bone saws	Oscillating bone saws	42295202
OscillatingDiscRheometers	Oscillating disc rheometers	Oscillating disc rheometers	41112502
OscillatingMicrosaws	Oscillating microsaws	Oscillating microsaws	42152907
OscillatingPowerKnives	Oscillating power knives	Oscillating power knives	27111506
OscillatingSprayTesters	Oscillating spray testers	Oscillating spray testers	41101503
OscillatingSprinklers	Oscillating sprinklers	Oscillating sprinklers	21101803
OscillatingWaterTunnels	Oscillating water tunnels	Oscillating water tunnels	41112516
OscilliatingSpindleSanders	Oscilliating spindle sanders	Oscilliating spindle sanders	27112708
Oscilloscopes	Oscilloscopes	Oscilloscopes	41113638
Osmometers	Osmometers	Osmometers	41113027
OsseoscalpelMicrosaws	Osseoscalpel microsaws	Osseoscalpel microsaws	42152907
