education_program_id	cip_code	career_cluster_id	subcluster_id
family-psychology	42.2811	education	education/teaching-training-facilitation
family-psychology	42.2811	healthcare-human-services	healthcare-human-services/behavioral-mental-health
family-psychology	42.2811	management-entrepreneurship	management-entrepreneurship/leadership-operations
forensic-psychology	42.2812	education	education/teaching-training-facilitation
forensic-psychology	42.2812	healthcare-human-services	healthcare-human-services/behavioral-mental-health
forensic-psychology	42.2812	management-entrepreneurship	management-entrepreneurship/leadership-operations
applied-psychology	42.2813	education	education/teaching-training-facilitation
applied-psychology	42.2813	healthcare-human-services	healthcare-human-services/behavioral-mental-health
applied-psychology	42.2813	management-entrepreneurship	management-entrepreneurship/leadership-operations
applied-behavior-analysis	42.2814	education	education/teaching-training-facilitation
applied-behavior-analysis	42.2814	healthcare-human-services	healthcare-human-services/behavioral-mental-health
applied-behavior-analysis	42.2814	management-entrepreneurship	management-entrepreneurship/leadership-operations
performance-and-sport-psychology	42.2815	arts-entertainment-design	arts-entertainment-design/performing-arts
performance-and-sport-psychology	42.2815	education	education/teaching-training-facilitation
performance-and-sport-psychology	42.2815	healthcare-human-services	healthcare-human-services/behavioral-mental-health
somatic-psychology	42.2816	education	education/teaching-training-facilitation
somatic-psychology	42.2816	healthcare-human-services	healthcare-human-services/behavioral-mental-health
transpersonalspiritual-psychology	42.2817	education	education/teaching-training-facilitation
transpersonalspiritual-psychology	42.2817	healthcare-human-services	healthcare-human-services/behavioral-mental-health
clinical-counseling-and-applied-psychology-other	42.2899	education	education/teaching-training-facilitation
clinical-counseling-and-applied-psychology-other	42.2899	healthcare-human-services	healthcare-human-services/behavioral-mental-health
clinical-counseling-and-applied-psychology-other	42.2899	management-entrepreneurship	management-entrepreneurship/leadership-operations
psychology-other	42.9999	education	education/teaching-training-facilitation
psychology-other	42.9999	healthcare-human-services	healthcare-human-services/behavioral-mental-health
psychology-other	42.9999	management-entrepreneurship	management-entrepreneurship/leadership-operations
criminal-justice-and-corrections-general	43.0100	education	education/teaching-training-facilitation
criminal-justice-and-corrections-general	43.0100	management-entrepreneurship	management-entrepreneurship/leadership-operations
criminal-justice-and-corrections-general	43.0100	public-service-safety	public-service-safety/judicial-systems
criminal-justice-and-corrections-general	43.0100	public-service-safety	public-service-safety/public-safety
corrections	43.0102	education	education/teaching-training-facilitation
corrections	43.0102	public-service-safety	public-service-safety/public-safety
criminal-justicelaw-enforcement-administration	43.0103	education	education/teaching-training-facilitation
criminal-justicelaw-enforcement-administration	43.0103	management-entrepreneurship	management-entrepreneurship/leadership-operations
criminal-justicelaw-enforcement-administration	43.0103	public-service-safety	public-service-safety/public-safety
criminal-justicesafety-studies	43.0104	education	education/teaching-training-facilitation
criminal-justicesafety-studies	43.0104	public-service-safety	public-service-safety/public-safety
criminal-justicepolice-science	43.0107	education	education/teaching-training-facilitation
criminal-justicepolice-science	43.0107	public-service-safety	public-service-safety/public-safety
security-and-loss-prevention-services	43.0109	education	education/teaching-training-facilitation
security-and-loss-prevention-services	43.0109	public-service-safety	public-service-safety/public-safety
juvenile-corrections	43.0110	education	education/learner-support-community-engagement
juvenile-corrections	43.0110	education	education/teaching-training-facilitation
juvenile-corrections	43.0110	healthcare-human-services	healthcare-human-services/community-social-services
juvenile-corrections	43.0110	public-service-safety	public-service-safety/public-safety
securities-services-administrationmanagement	43.0112	education	education/teaching-training-facilitation
securities-services-administrationmanagement	43.0112	public-service-safety	public-service-safety/public-safety
corrections-administration	43.0113	education	education/teaching-training-facilitation
corrections-administration	43.0113	public-service-safety	public-service-safety/public-safety
law-enforcement-investigation-and-interviewing	43.0114	education	education/teaching-training-facilitation
law-enforcement-investigation-and-interviewing	43.0114	public-service-safety	public-service-safety/public-safety
law-enforcement-record-keeping-and-evidence-management	43.0115	education	education/teaching-training-facilitation
law-enforcement-record-keeping-and-evidence-management	43.0115	management-entrepreneurship	management-entrepreneurship/leadership-operations
law-enforcement-record-keeping-and-evidence-management	43.0115	public-service-safety	public-service-safety/public-safety
critical-incident-responsespecial-police-operations	43.0119	education	education/teaching-training-facilitation
critical-incident-responsespecial-police-operations	43.0119	public-service-safety	public-service-safety/emergency-response
critical-incident-responsespecial-police-operations	43.0119	public-service-safety	public-service-safety/public-safety
protective-services-operations	43.0120	education	education/teaching-training-facilitation
protective-services-operations	43.0120	public-service-safety	public-service-safety/emergency-response
protective-services-operations	43.0120	public-service-safety	public-service-safety/public-safety
suspension-and-debarment-investigation	43.0121	education	education/teaching-training-facilitation
suspension-and-debarment-investigation	43.0121	financial-services	financial-services/insurance
suspension-and-debarment-investigation	43.0121	financial-services	financial-services/banking-credit
suspension-and-debarment-investigation	43.0121	public-service-safety	public-service-safety/public-safety
maritime-law-enforcement	43.0122	education	education/teaching-training-facilitation
maritime-law-enforcement	43.0122	public-service-safety	public-service-safety/public-safety
culturalarchaelogical-resources-protection	43.0123	education	education/teaching-training-facilitation
